Time,Rotor Speed (omega),Aerodynamic Torque (T_m),Wind Speed,Pitch Angle
59.35935935935936,inf,-0.0,7.319374704115368,3.03006987809088
59.45945945945946,inf,-0.0,7.338233560806096,3.0283652927939944
59.55955955955956,inf,-0.0,7.3571587261391445,3.0267100969914926
59.65965965965966,inf,-0.0,7.376148303823096,3.0251043321460687
59.75975975975976,inf,-0.0,7.395200391112451,3.0235480384821676
59.85985985985987,inf,-0.0,7.414313078998281,3.0220412549849813
59.95995995995997,inf,-0.0,7.433484452399506,3.0205840193994713
60.06006006006007,inf,-0.0,7.452712590354794,3.019176368229422
60.16016016016017,inf,-0.0,7.4719955662150355,3.0178183367365263
60.26026026026027,inf,-0.0,7.491331447836387,3.0165099589395057
60.36036036036037,inf,-0.0,7.510718297773881,3.0152512676132526
60.46046046046047,inf,-0.0,7.53015417347555,3.014042294288014
60.56056056056057,inf,-0.0,7.549637127477071,3.0128830692485993
60.66066066066067,inf,-0.0,7.569165207596903,3.0117736215336217
60.76076076076077,inf,-0.0,7.58873645713189,3.0107139789347723
60.86086086086087,inf,-0.0,7.6083489150533214,3.009704167996122
60.96096096096097,inf,-0.0,7.628000616203434,3.0087442140134586
61.06106106106107,inf,-0.0,7.647689591492311,3.0078341410336504
61.16116116116117,inf,-0.0,7.667413868095186,3.0069739718540465
61.26126126126127,inf,-0.0,7.687171469650121,3.0061637280219045
61.36136136136137,inf,-0.0,7.7069604164560355,3.005403429833851
61.46146146146147,inf,-0.0,7.726778725671073,3.004693096335373
61.56156156156157,inf,-0.0,7.746624411511277,3.00403274532034
61.66166166166167,inf,-0.0,7.766495485449569,3.0034223933305615
61.76176176176177,inf,-0.0,7.7863899564149985,3.002862055655368
61.86186186186187,inf,-0.0,7.806305830992241,3.0023517463312306
61.96196196196197,inf,-0.0,7.826241113621346,3.0018914781414106
62.06206206206207,inf,-0.0,7.846193806797683,3.001481262615635
62.16216216216217,inf,-0.0,7.866161911272099,3.001121110029814
62.26226226226227,inf,-0.0,7.88614342625123,3.0008110294057766
62.36236236236237,inf,-0.0,7.906136349597993,3.00055102851105
62.46246246246247,inf,-0.0,7.92613867803219,3.0003411138586626
62.56256256256257,inf,-0.0,7.946148407331239,3.0001812907069816
62.66266266266267,inf,-0.0,7.966163532530994,3.00007156305958
62.76276276276277,inf,-0.0,7.986182048126644,3.000011933665138
62.86286286286287,inf,-0.0,8.006201948273661,3.0000024040173736
62.96296296296297,inf,-0.0,8.026221226988788,3.0000429743550043
63.06306306306307,inf,-0.0,8.04623787835103,3.0001336436617425
63.16316316316317,inf,-0.0,8.06624989670266,3.0002744096663196
63.26326326326327,inf,-0.0,8.086255276850167,3.0004652688425444
63.36336336336337,inf,-0.0,8.106252014265191,3.00070621640939
63.46346346346347,inf,-0.0,8.126238105285365,3.0009972463311145
63.56356356356357,inf,-0.0,8.146211547315087,3.0013383513174117
63.66366366366367,inf,-0.0,8.166170339026177,3.0017295228235934
63.76376376376377,inf,-0.0,8.186112480558409,3.0021707510508056
63.86386386386387,inf,-0.0,8.206035973719896,3.00266202494627
63.96396396396397,inf,-0.0,8.225938822187308,3.0032033322035647
64.06406406406407,inf,-0.0,8.245819031705901,3.0037946592629305
64.16416416416416,inf,-0.0,8.265674610289341,3.0044359913116114
64.26426426426427,inf,-0.0,8.285503568419308,3.005127312284225
64.36436436436436,inf,-0.0,8.305303919244823,3.0058686048631644
64.46446446446447,inf,-0.0,8.32507367878136,3.0066598504790343
64.56456456456456,inf,-0.0,8.344810866109606,3.007501029311114
64.66466466466467,inf,-0.0,8.364513503573983,3.008392120287854
64.76476476476476,inf,-0.0,8.384179616980779,3.009333101087405
64.86486486486487,inf,-0.0,8.40380723579598,3.0103239481381774
64.96496496496496,inf,-0.0,8.4233943933427,3.0113646366194295
65.06506506506507,inf,-0.0,8.442939126998269,3.0124551404618907
65.16516516516516,inf,-0.0,8.462439478390841,3.0135954323484153
65.26526526526527,inf,-0.0,8.481893493595678,3.0147854837146655
65.36536536536536,inf,-0.0,8.501299223330877,3.0160252647498274
