Time,Position,Velocity
0.0,0.0,0.0
0.1001001001001001,0.051058673917733055,1.0202183239002955
0.2002002002002002,0.2042608490724189,2.0408248344155604
0.3003003003003003,0.45964474421481405,3.061806904666513
0.4004004004004004,0.8172473164408532,4.083151882376737
0.5005005005005005,1.2771042564491002,5.104847094515954
0.6006006006006006,1.839249989263596,6.126879848013087
0.7007007007007008,2.5037176648171924,7.149237430854299
0.8008008008008008,3.270539161115591,8.17190711160032
0.9009009009009009,4.139745082559397,9.19487613989213
1.001001001001001,5.111364757306488,10.218131747281015
1.1011011011011012,6.185426234852921,11.24166114810901
1.2012012012012012,7.361956281585229,12.265451541937903
1.3013013013013013,8.640980381314119,13.289490112175722
1.4014014014014016,10.022522732687236,14.31376402708555
1.5015015015015016,11.506606246661928,15.33826044074853
1.6016016016016017,13.093252547640358,16.362966493358254
1.7017017017017018,14.782481983933948,17.387869310334725
1.8018018018018018,16.57431360778331,18.41295600529037
1.9019019019019021,18.46876517867357,19.438213680048552
2.002002002002002,20.46585316274616,20.463629425156004
2.1021021021021022,22.565592734660555,21.489190320442397
2.2022022022022023,24.767997782163814,22.514883435511784
2.3023023023023024,27.07308089301051,23.540695830678175
2.4024024024024024,29.48085335791585,24.566614557497644
2.5025025025025025,31.991325169536182,25.592626659400445
2.6026026026026026,34.604505025759195,26.61871917243598
2.702702702702703,37.32040033094099,27.64487912597055
2.802802802802803,40.13901718616317,28.67109354313225
2.902902902902903,43.06036039209107,29.697349441546073
3.0030030030030033,46.084433433767146,30.72363384781839
3.1031031031031033,49.211238552915724,31.74993373341536
3.2032032032032034,52.440776623997145,32.77623613307655
3.3033033033033035,55.77304725082902,33.802528045445925
3.4034034034034035,59.20804873297309,34.82879646877614
3.5035035035035036,62.745778066030866,35.855028400972174
3.6036036036036037,66.3862309525683,36.88121084120453
3.7037037037037037,70.12940179133717,37.90733078831762
3.8038038038038042,73.9752836740976,38.93337524036059
3.9039039039039043,77.92386838956097,39.95933119516947
4.004004004004004,81.97514642338996,40.98518565036726
4.104104104104104,86.12910695897172,42.01092560419789
4.2042042042042045,90.38573789452875,43.03653807398462
4.3043043043043046,94.74502582399009,44.06201007549484
4.404404404404405,99.206956034917,45.087328620702465
4.504504504504505,103.7715125136522,46.1124807233426
4.604604604604605,108.43867794531981,47.13745339891153
4.704704704704705,113.20843371526544,48.16223366710802
4.804804804804805,118.08075993002635,49.18680858738345
4.904904904904905,123.05563539133158,50.21116521486502
5.005005005005005,128.1330375966148,51.235290601225074
5.105105105105105,133.31294274430488,52.25917180365009
5.205205205205205,138.59532573382592,53.28279588484066
5.305305305305305,143.98016016975726,54.306149916643506
5.405405405405406,149.467418403916,55.32922101679158
5.505505505505506,155.05707147814246,56.351996298952926
5.605605605605606,160.7490891308181,57.37446287842107
5.705705705705706,166.54343980579014,58.39660787990665
5.805805805805806,172.4400906523715,59.41841843753738
5.9059059059059065,178.4390075338824,60.439881699759596
6.0060060060060065,184.54015508958364,61.460984864877155
6.106106106106107,190.7434966427519,62.48171512830254
6.206206206206207,197.04899421784415,63.50205969240624
6.306306306306307,203.45660855154006,64.5220057728532
6.406406406406407,209.9662990927419,65.54154059860282
6.506506506506507,216.57802402171643,66.56065141986466
6.606606606606607,223.2917403457822,67.57932554786825
6.706706706706707,230.107403730482,68.59755028469466
6.806806806806807,237.02496854569398,69.61531294244126
6.906906906906907,244.04438788123608,70.63260084970725
7.007007007007007,251.16561354686604,71.64940135159371
7.107107107107107,258.3885960722814,72.66570180970355
7.207207207207207,265.7132847111752,73.68148960352981
7.307307307307307,273.1396276271463,74.6967521940914
7.407407407407407,280.6675717011606,75.71147705802845
7.507507507507508,288.29706247111835,76.72565166691656
7.6076076076076085,296.0280442091171,77.7392635137136
7.7077077077077085,303.8604599214529,78.75230011275974
7.807807807807809,311.7942513486191,79.76474899977742
7.907907907907909,319.8293589653072,80.77659773187135
8.008008008008009,327.9657221042115,81.78783391981156
8.108108108108109,336.20327900698993,82.79844524132156
8.208208208208209,344.541966505257,83.80841935789539
8.308308308308309,352.98172017846065,84.81774395596494
8.408408408408409,361.52247435760563,85.82640674787082
8.508508508508509,370.16416212525326,86.8343954718623
8.608608608608609,378.90671531552164,87.8416978920974
8.70870870870871,387.75006456584777,88.84830180974411
8.80880880880881,396.6941395721366,89.85419511770093
8.90890890890891,405.73886863671214,90.85936570364802
9.00900900900901,414.88417879279604,91.8638014767437
9.10910910910911,424.1299958458092,92.86749037648208
9.20920920920921,433.4762443733721,93.87042037269313
9.30930930930931,442.9228477253041,94.87257946554267
9.40940940940941,452.4697275229605,95.87395559588201
9.50950950950951,462.1168062699203,96.87453711272552
9.60960960960961,471.8640030478579,97.87431200254073
9.70970970970971,481.7112365626104,98.87326843468604
9.80980980980981,491.6584242992983,99.87139461012423
9.90990990990991,501.7054825255777,100.8686787620047
10.01001001001001,511.8523262948913,101.8651091562458
10.11011011011011,522.0988694497206,102.86067409211691
10.21021021021021,532.4450248124951,103.85536193072362
10.31031031031031,542.8907042576255,104.8491611058169
10.41041041041041,553.435818242281,105.84206005412352
10.51051051051051,564.0802760545672,106.8340472523462
10.61061061061061,574.8239858243478,107.82511121887138
10.710710710710712,585.6668545286033,108.81524051466486
10.810810810810812,596.6087879967891,109.80442374416724
10.910910910910912,607.6496909161959,110.79264955618963
11.011011011011012,618.7894668373074,111.7799066448092
11.111111111111112,630.028018181493,112.76618375000697
11.211211211211213,641.3652463230858,113.7514696500903
11.311311311311313,652.8010515083081,114.73575317213445
