Time,X,Y,Z
0.0,1.0,1.0,1.0
0.005000500050005001,1.0031939352694057,1.1298528256383766,0.9920503028436105
0.010001000100010001,1.0125682144575339,1.2599461029205918,0.9848896939060191
0.015001500150015001,1.0278532054339085,1.3910891081045222,0.9785589125179437
0.020002000200020003,1.0488309627255084,1.5240544890484802,0.9731123483393757
0.025002500250025005,1.0753310757553114,1.659584889660465,0.9686179286372771
0.030003000300030003,1.1072270350846243,1.7983989912243956,0.9651573543414537
0.03500350035003501,1.1444331142733901,1.9411969516066656,0.9628266562210227
0.040004000400040006,1.1869015564931873,2.0886655576818813,0.9617370386383126
0.045004500450045004,1.2346202197039486,2.2414828434794956,0.9620160291447966
0.05000500050005001,1.2876104393389236,2.4003224702195842,0.9638088259725811
0.05500550055005501,1.3459253811381655,2.5658575504310814,0.9672800804859983
0.060006000600060005,1.409648551959531,2.7387642816402953,0.9726158802151924
0.06500650065006501,1.4788924735424867,2.919725369495061,0.9800259965087338
0.07000700070007002,1.5537976864459335,3.1094330278225453,0.9897465388958634
0.075007500750075,1.6345319393217244,3.3085917085584766,1.0020429393396413
0.08000800080008001,1.7212895252199356,3.5179205699026417,1.0172133054806698
0.08500850085008502,1.8142907315922285,3.7381556758829886,1.0355922022923947
0.09000900090009001,1.9137814593673719,3.9700518369620816,1.0575548683294929
0.09500950095009501,2.020032929536325,4.214384127015468,1.0835219218012095
0.10001000100010002,2.133341457496969,4.471949007657514,1.1139646155851683
0.10501050105010501,2.2540282936323597,4.743565016692776,1.1494106560396264
0.11001100110011001,2.382439493899199,5.030072964584983,1.190450645158421
0.11501150115011502,2.518945786859935,5.332335527095372,1.237745214105062
0.12001200120012001,2.6639424094177895,5.651236150516384,1.2920328765971822
0.12501250125012503,2.8178488879101566,5.987677176754805,1.3541386411946912
0.13001300130013002,2.98110870898526,6.342577002333004,1.4249834547989975
0.135013501350135,3.1541888321211906,6.716866077030578,1.5055945014124932
0.14001400140014003,3.3375790174437374,7.111481642824747,1.597116356852776
0.14501450145014502,3.531790888337192,7.527360907355102,1.7008230485262006
0.15001500150015,3.7373566400053306,7.965432297088983,1.818130987528174
